Algorithm	100	1000	2000
Boruta	21.80260801	195.9577227	452.5463858
DTW_NN	50.02257705	4503.352152	24523.23423
FRESH	73.97968102	602.8505161	1102.234234
FRESH_PCAa	63.58400488	527.6657848	1023.23423
FRESH_PCAb	64.65142298	580.4287429	1175.823523
LDA	0.1363279819	0.7088067532	1.823542
Full_X	64.51018	581.6518309	1092.325235
